Date,Open,High,Low,Close,Volume
2007-04-27,36.5820,36.6103,34.9796,35.0456,14294906
2007-04-30,35.8185,36.0824,34.5743,34.8193,9497855
2007-05-01,34.5931,35.2624,33.5657,34.9324,11595442
2007-05-02,33.8108,35.2058,33.3677,34.1030,19146113
2007-05-03,34.3575,34.8759,33.3866,33.5091,9234048
2007-05-04,33.6599,34.6685,33.5563,34.0747,10350134
2007-05-07,34.4234,34.5837,32.8493,33.0944,8763003
2007-05-08,33.1038,33.4620,32.1518,32.4252,9214209
2007-05-09,32.2838,33.1698,32.1895,32.3686,11362466
2007-05-10,31.8596,33.1792,31.1998,31.3694,11753083
2007-05-11,31.2092,31.8125,30.9076,31.4449,6068901
2007-05-14,30.9264,32.1895,30.7002,31.6051,7582842
2007-05-15,31.2940,32.2366,30.3986,30.5871,11953351
2007-05-16,30.9830,31.5580,30.6248,31.0867,8641019
2007-05-17,30.2572,31.6428,30.2572,31.3600,13548525
2007-05-18,31.2846,31.5957,30.8793,31.5580,7493298
2007-05-21,31.5674,32.0198,30.8887,31.1149,8196247
2007-05-22,31.4449,32.7928,31.2563,32.7739,10091421
2007-05-23,32.9719,33.5186,32.1235,32.9436,8740214
2007-05-24,32.8022,33.3772,32.4723,33.1132,6663271
2007-05-25,33.0850,33.0850,32.2084,32.2838,2778016
2007-05-29,32.8399,33.6788,32.6137,33.5563,5005630
2007-05-30,33.3395,33.7825,33.0378,33.6128,3861394
2007-05-31,33.6505,34.4423,33.3866,33.6034,3929491
2007-06-01,33.6694,33.8956,32.9530,33.2264,3991689
2007-06-04,33.2264,33.2264,31.7559,32.0010,6822252
2007-06-05,32.3309,32.5006,31.4543,31.6051,5685791
2007-06-06,31.4826,31.4826,30.5777,30.7568,7745308
2007-06-07,32.4252,32.4252,28.3249,28.4663,14204558
2007-06-08,28.8056,29.4183,28.4851,29.1167,11098928
2007-06-11,28.8433,28.9658,27.7122,27.9573,10002413
2007-06-12,27.9950,27.9950,27.1749,27.5142,7486595
2007-06-13,27.5897,27.8159,26.6471,27.0712,9366756
2007-06-14,27.0712,27.3823,26.5811,27.1466,7769437
2007-06-15,27.1655,27.2975,25.9118,26.0250,9361930
2007-06-18,26.2983,26.6094,25.2426,25.7233,8878552
2007-06-19,26.2983,27.5708,26.2983,27.4671,10462466
2007-06-20,27.4483,28.4380,27.4483,28.0044,9423592
2007-06-21,27.8065,28.1458,27.3446,27.8065,5230831
2007-06-22,27.6933,28.1269,27.4011,27.6556,7496247
2007-06-25,28.0704,28.2306,27.4483,27.5614,5308579
2007-06-26,27.6745,27.8819,26.5434,26.6376,6575335
2007-06-27,26.4208,28.0610,25.9872,27.9667,9921448
2007-06-28,29.4089,30.4363,29.1072,29.2203,9936729
2007-06-29,29.1732,29.1732,28.2777,28.5322,5828686
2007-07-02,28.9187,29.2203,28.6359,28.9376,3439410
2007-07-03,29.2486,31.0678,29.1732,30.9736,7771314
2007-07-05,31.1055,32.0198,30.3986,31.8784,11531903
2007-07-06,31.6239,32.7079,31.4920,32.6325,9213137
2007-07-09,32.6325,33.9050,32.6137,33.8013,13007507
2007-07-10,33.5563,33.7071,31.6522,31.8879,7990617
2007-07-11,32.5100,32.7456,31.5108,32.7362,4809920
